,7_1,7_2,7a72_1,7a72_2,7b72_1,7b72_2
LOC101927780__chr14,0,0,0,0,0,0
LOC101927787__chr1,0,2.530451074,1.379584487,0,0,0
LOC101927798__chr8,0,0,0,0,0,0
LOC101927809__chr18,21.27259806,41.33070088,7.587714677,34.5519686,27.05612818,26.85171544
LOC101927811__chr7,29.78163729,26.14799444,14.48563711,20.73118116,16.23367691,0
LOC101927815__chr8,0,0,0,0,0,0
LOC101927822__chr8,0,0,0,0,0,0
LOC101927827__chr9,0,0,0,0,0,0
LOC101927844__chr1,0,0,0.689792243,0,0,0.994507979
LOC101927851__chr1,1.418173204,1.686967383,6.20813019,0,0,1.989015958
LOC101927865__chr2,0,0,0,0,0,0
LOC101927877__chr17,0,0,1.379584487,0,0,0
LOC101927884__chr2,4.254519612,0.843483691,8.27750692,17.2759843,2.164490255,0
LOC101927895__chr1,2.836346408,0,20.00397506,0,0,8.950571813
LOC101927914__chr7,0,0,2.759168973,0,0,0
LOC101927915__chr8,2.836346408,0.843483691,0.689792243,0,0,0
LOC101927919__chr6,1.418173204,0,2.06937673,0,0,3.978031917
LOC101927924__chr2,5.672692817,0,2.06937673,3.45519686,1.082245127,1.989015958
LOC101927932__chr20,0,0,0,3.45519686,0,0
LOC101927934__chr5,83.67221904,48.92205411,106.2280055,0,70.34593328,102.4343219
LOC101927960__chr2,0,0,0,0,0,0
LOC101927964__chr10,0,0,1.379584487,0,0,0.994507979
LOC101927973__chr21,29.78163729,10.96528799,8.27750692,24.18637802,0,8.950571813
LOC101927989__chr18,292.1436801,260.6364607,301.4392104,0,4.32898051,9.945079792
LOC101928000__chr17,4.254519612,110.4963636,77.9465235,141.6630712,137.4451312,253.5995347
LOC101928002__chr12,19.85442486,0,22.07335179,0,0,8.950571813
LOC101928008__chr11,0,0,1.379584487,0,0,0
LOC101928020__chr2,1.418173204,0,0,0,0,7.956063833
LOC101928042__chr15,5.672692817,0,2.06937673,0,0,0
LOC101928043__chr1,0,0,0,0,0,0
LOC101928052__chr4,0,1.686967383,0,0,1.082245127,0
LOC101928053__chr11,4.254519612,0,0,0,0,0
LOC101928058__chr8,0,0,0,31.09677174,17.31592204,0
LOC101928063__chr19,0,0,0,0,2.164490255,0.994507979
LOC101928068__chr1,129.0537616,10.96528799,2.759168973,17.2759843,8.657961019,2.983523938
LOC101928069__chr11,2.836346408,0,15.8652216,10.36559058,0,0.994507979
LOC101928100__chr12,34.0361569,42.17418457,92.43216061,76.01433091,50.86552099,135.2530852
LOC101928103__chr2,69.490487,69.1656627,75.18735453,41.46236232,53.03001124,79.56063833
LOC101928105__chr3,0,22.77405967,0.689792243,0,0,0
LOC101928111__chr2,0,1.686967383,0,0,0,0
LOC101928118__chr1,68.0723138,20.2436086,39.31815787,27.64157488,34.63184408,21.87917554
LOC101928120__chr1,0,1.686967383,5.518337947,0,0,0
LOC101928131__chr4,0,0.843483691,2.06937673,0,0,0.994507979
LOC101928132__chr11,5.672692817,0,0,0,0,0
LOC101928137__chr12,0,0.843483691,0.689792243,13.82078744,0,0.994507979
LOC101928150__chr10,0,0,0.689792243,0,0,1.989015958
LOC101928177__chr1,28.36346408,1.686967383,0,0,1.082245127,0.994507979
LOC101928185__chr2,1.418173204,0,3.448961217,0,0,0
LOC101928203__chr16,0,0,0,0,0,0
LOC101928222__chr2,0,0,0,0,0,15.91212767
LOC101928231__chr6,0,0,0,0,0,0
LOC101928238__chr19,7.090866021,81.81791807,19.31418281,55.28314976,6.493470764,175.0334043
LOC101928241__chr1,0,0,0,0,0,0
LOC101928251__chr17,0,0.843483691,0,0,2.164490255,2.983523938
LOC101928254__chr7,0,0.843483691,0,0,0,0
LOC101928259__chrX,0,0.843483691,0,0,0,0
LOC101928266__chr17,0,0,0,0,0,0
LOC101928279__chr4,0,0,0.689792243,0,0,0
LOC101928295__chr19,0,0,0.689792243,0,0,0
LOC101928303__chr1,18.43625165,3.373934766,26.21210525,58.73834662,3.246735382,50.71990694
LOC101928324__chr1,0,0,0,0,0,0
LOC101928335__chrX,0,0,0,0,1.082245127,0
LOC101928336__chrX,0,1.686967383,8.967299164,3.45519686,0,7.956063833
LOC101928372__chr1,1.418173204,0,0,0,0,0
LOC101928401__chr7,0,0,0,0,0,0
LOC101928402__chrX,4.254519612,0,0,0,0,1.989015958
LOC101928403__chr2,45.38154253,3.373934766,31.73044319,0,0,1.989015958
LOC101928414__chr15,0,0,0.689792243,0,0,0
LOC101928424__chr11,0,1.686967383,14.48563711,0,0,0
LOC101928433__chr6,8.509039225,14.33922276,22.07335179,0,27.05612818,11.93409575
LOC101928437__chrX,0,0,0,0,0,0
LOC101928445__chr5,0,0,0,3.45519686,0,0
LOC101928446__chr16,0,0,0,0,0,0
LOC101928464__chr19,21.27259806,15.18270645,13.79584487,6.910393719,50.86552099,14.91761969
LOC101928489__chr6,0,0,0,0,0,0.994507979
LOC101928504__chr14,0,0,24.83252076,6.910393719,2.164490255,10.93958777
LOC101928505__chr5,0,0,0,0,0,0
LOC101928510__chr11,0,1.686967383,0.689792243,0,1.082245127,0
LOC101928514__chr17,7.090866021,0,2.06937673,0,0,2.983523938
LOC101928517__chr19,4.254519612,3.373934766,0.689792243,0,10.82245127,15.91212767
LOC101928530__chr12,0,0.843483691,0,0,0,2.983523938
LOC101928535__chr11,2.836346408,0,0,0,0,0.994507979
LOC101928539__chr5,2.836346408,2.530451074,7.587714677,0,1.082245127,0.994507979
LOC101928551__chr4,0,0,0.689792243,0,0,0
LOC101928565__chr1,1.418173204,2.530451074,4.13875346,0,0,0
LOC101928580__chr11,0,0,0,0,0,0
LOC101928583__chr3,4.254519612,0.843483691,0,0,2.164490255,0
LOC101928591__chr11,0,4.217418457,2.06937673,3.45519686,0,0.994507979
LOC101928595__chr16,0,0,0,0,8.657961019,0
LOC101928596__chr1,0,0,2.06937673,0,0,0
LOC101928600__chr5,0,0,0.689792243,3.45519686,2.164490255,0
LOC101928605__chr7,0,0,0,0,7.575715892,0.994507979
LOC101928617__chr12,1.418173204,0,0,0,0,0
LOC101928626__chr1,0,0,0,0,0,0
LOC101928650__chr1,0,0,4.13875346,0,0,0
LOC101928659__chr16,0,7.591353223,4.13875346,0,3.246735382,20.88466756
LOC101928661__chr6,0,0,0,0,0,0
LOC101928663__chr6,0,0,0,0,0,0
LOC101928673__chr1,0,14.33922276,0,6.910393719,0,0
LOC101928674__chr17,0,0,0,0,0,0
LOC101928697__chr13,0,1.686967383,0.689792243,0,1.082245127,0
LOC101928700__chr7,1.418173204,0,0,0,0,0
LOC101928710__chr17,0,0,3.448961217,0,0,0
LOC101928718__chr1,0,0,0.689792243,0,0,0
LOC101928725__chr15,1.418173204,13.49573906,53.80379498,10.36559058,77.92164917,0.994507979
LOC101928728__chr1,0,0,4.828545704,6.910393719,0,1.989015958
LOC101928737__chr16,0,0,0,0,0,0
LOC101928738__chr17,0,1.686967383,0.689792243,13.82078744,0,13.92311171
LOC101928766__chr17,0,0.843483691,0,0,0,0
LOC101928767__chr14,0,0,0,0,0,0
LOC101928786__chr9,0,2.530451074,7.587714677,3.45519686,0,0
LOC101928794__chr5,21.27259806,8.434836915,6.20813019,0,0,1.989015958
LOC101928809__chr4,0,6.747869532,0,0,1.082245127,0
LOC101928812__chr11,0,0,0,20.73118116,0,2.983523938
LOC101928820__chr6,87.92673866,128.2095211,17.93459833,76.01433091,46.53654048,89.50571813
LOC101928823__chr11,2.836346408,0,2.06937673,0,0,0
LOC101928837__chr11,18.43625165,0,11.03667589,0,0,0
LOC101928841__chr13,0,4.217418457,0,0,0,0
LOC101928844__chr19,24.10894447,17.71315752,128.9911495,13.82078744,8.657961019,7.956063833
LOC101928845__chr19,31.19981049,0.843483691,0,0,2.164490255,2.983523938
LOC101928847__chr11,0,0,0,0,0,3.978031917
LOC101928855__chr17,2.836346408,0,0,0,0,0
LOC101928865__chr11,0,0,5.518337947,0,0,0
LOC101928881__chr2,65.23596739,44.70463565,20.6937673,0,2.164490255,9.945079792
LOC101928885__chr5,0,0,7.587714677,0,0,0
LOC101928886__chr19,0,2.530451074,53.11400274,17.2759843,0,99.45079792
LOC101928887__chr10,1.418173204,0,0.689792243,0,0,0
LOC101928891__chr22,5.672692817,1.686967383,10.34688365,13.82078744,14.06918666,23.8681915
LOC101928894__chr11,0,0,0,0,0,0
LOC101928896__chr11,0,0,0,0,0,0
LOC101928907__chr15,0,0,0,0,0,6.961555854
LOC101928936__chr6,19.85442486,32.05238028,17.93459833,3.45519686,40.04306971,12.92860373
LOC101928940__chr11,1.418173204,0,2.06937673,0,0,0
LOC101928973__chr1,0,0,0,0,2.164490255,0
LOC101928978__chr4,0,33.73934766,0,0,42.20755997,0
LOC101928979__chr1,0,0,0,0,0,1.989015958
LOC101928985__chr11,0,0,0,0,0,0
LOC101928992__chr3,0,0,0.689792243,0,0,3.978031917
LOC101928994__chr10,2.836346408,0.843483691,0,0,0,0
LOC101928995__chr1,7.090866021,0,0,0,0,0
LOC101929023__chr1,0,0,0,0,0,0
LOC101929054__chr3,2.836346408,19.4001249,0,3.45519686,0,0
LOC101929057__chr6,0,1.686967383,2.759168973,0,1.082245127,10.93958777
LOC101929066__chr8,0,18.55664121,6.897922434,0,3.246735382,28.8407314
LOC101929089__chr11,56.72692817,0,1.379584487,0,0,8.950571813
LOC101929099__chr1,0,0,1.379584487,3.45519686,1.082245127,0
LOC101929116__chr9,0,0,0,0,0,0
LOC101929123__chr4,0,0,0,0,0,0
LOC101929124__chr19,0,0.843483691,0,0,0,0
LOC101929125__chr20,0,0,0,0,0,0
LOC101929128__chr8,18.43625165,137.4878417,6.897922434,241.8637802,21.64490255,91.49473408
LOC101929130__chr3,0,0,0,0,11.9046964,0
LOC101929134__chr4,0,0.843483691,1.379584487,0,0,50.71990694
LOC101929140__chr13,0,0,0,0,0,0
LOC101929144__chr19,1.418173204,1.686967383,4.13875346,0,0,0.994507979
LOC101929147__chr1,70.90866021,261.4799444,186.2439057,252.2293708,283.5482234,125.3080054
LOC101929159__chr3,0,2.530451074,0.689792243,3.45519686,0,0
LOC101929161__chr4,1.418173204,1.686967383,0,0,0,0
LOC101929163__chr6,0,0,0,0,0,0
LOC101929165__chr10,11.34538563,0,9.657091407,0,0,4.972539896
LOC101929181__chr1,0,4.217418457,6.897922434,0,50.86552099,0.994507979
LOC101929188__chr6,4.254519612,280.8800693,35.17940441,3.45519686,3.246735382,3.978031917
LOC101929194__chr4,0,0,0.689792243,0,0,0
LOC101929224__chr1,0,0,0,0,0,0
LOC101929227__chr11,0,0,0,0,0,0.994507979
LOC101929231__chr2,0,10.1218043,0,0,0,0
LOC101929237__chr8,0,0,0,0,1.082245127,0
LOC101929243__chr6,104.9448171,86.87882022,189.0030747,51.8279529,30.30286357,128.2915293
LOC101929259__chr13,0,20.2436086,5.518337947,0,1.082245127,0
LOC101929260__chr2,0,0,0,0,5.411225637,0
LOC101929279__chr10,0,0,0.689792243,0,0,0
LOC101929284__chr5,0,0,0,0,1.082245127,0
LOC101929294__chr8,0,4.217418457,0,0,12.98694153,0.994507979
LOC101929295__chr11,0,1.686967383,2.06937673,0,0,0
LOC101929319__chr2,0,0,0,0,0,0.994507979
LOC101929331__chr9,2.836346408,0,0,0,0,0
LOC101929337__chr3,0,0.843483691,0,0,0,0
LOC101929340__chr11,32.6179837,80.13095069,19.31418281,20.73118116,14.06918666,25.85720746
LOC101929372__chr22,1.418173204,0,3.448961217,0,0,21.87917554
LOC101929374__chr22,0,0,2.06937673,0,0,0
LOC101929378__chr2,0,0,0,0,0,0
LOC101929380__chr5,0,0,0,3.45519686,1.082245127,0
LOC101929395__chr20,0,5.90438584,8.967299164,0,0,0
LOC101929406__chr1,0,0.843483691,0,0,0,2.983523938
LOC101929415__chr8,8.509039225,20.2436086,6.897922434,3.45519686,7.575715892,3.978031917
LOC101929431__chr10,1.418173204,0,2.759168973,0,6.493470764,0.994507979
LOC101929448__chr4,0,0,0,0,0,52.7089229
LOC101929450__chr8,0,0,0.689792243,0,0,0
LOC101929464__chr1,0,0,0,0,0,0
LOC101929468__chr4,0,0,2.759168973,0,0,0.994507979
LOC101929470__chr8,21.27259806,0,0,0,0,0
LOC101929473__chr11,0,0,0,0,0,0
LOC101929486__chr20,69.490487,61.57430948,57.2527562,82.92472463,58.44123688,101.4398139
LOC101929504__chr6,0,0,0,0,0,0
LOC101929511__chr17,0,0.843483691,0,0,2.164490255,0
LOC101929512__chr2,1.418173204,0,0,0,0,0.994507979
LOC101929523__chr6,0,0,0,3.45519686,0,0
LOC101929536__chr1,19.85442486,0,0,3.45519686,0,0
LOC101929541__chr1,0,0,0,0,0,0
LOC101929549__chr12,197.1260754,505.2467312,200.7295428,742.8673248,483.7635719,308.2974735
LOC101929552__chr17,0,0,0,0,0,0.994507979
LOC101929555__chr6,0,0.843483691,2.759168973,10.36559058,2.164490255,1.989015958
LOC101929563__chr9,28.36346408,0,16.55501384,0,0,0
LOC101929567__chr2,26.94529088,36.26979873,39.31815787,17.2759843,64.93470764,103.4288298
LOC101929574__chr10,0,8.434836915,0,0,0,0
LOC101929577__chr4,14.18173204,0,4.828545704,0,0,0
LOC101929579__chr3,0,0,1.379584487,0,0,0
LOC101929586__chr15,0,0.843483691,0.689792243,0,0,0
LOC101929595__chr4,0,0,0.689792243,0,0,0
LOC101929607__chr3,0,0,0,0,0,0
LOC101929613__chr16,0,0,0,0,0,0
LOC101929626__chr1,0,0,0,0,0,0
LOC101929631__chr1,0,0,0,0,2.164490255,0
LOC101929634__chr14,0,0,2.06937673,0,10.82245127,0
LOC101929645__chr5,0,0,1.379584487,0,7.575715892,0
LOC101929657__chr13,0,0,0,0,0,77.57162238
LOC101929660__chr5,0,0,1.379584487,3.45519686,0,0
LOC101929679__chr15,0,0,0,0,0,1.989015958
LOC101929680__chr2,0,0,1.379584487,0,0,0
LOC101929694__chr3,0,0,0,0,2.164490255,0
LOC101929698__chr20,0,0,1.379584487,0,0,2.983523938
LOC101929705__chr6,2.836346408,0,0,48.37275604,9.740206146,0
LOC101929709__chr8,11.34538563,3.373934766,1.379584487,0,1.082245127,1.989015958
LOC101929715__chr2,0,0,0.689792243,0,0,0
LOC101929717__chr3,0,0,7.587714677,0,0,0
LOC101929718__chr14,0,0,0,0,0,0
LOC101929741__chr4,0,0,15.17542935,0,0,0
LOC101929745__chr5,0,0,0,0,2.164490255,0
LOC101929748__chr9,0,0.843483691,6.897922434,0,0,0.994507979
LOC101929762__chr4,0,0,0,0,0,0
LOC101929767__chr17,161.6717453,104.5919777,70.35880882,17.2759843,12.98694153,184.9784841
LOC101930010__chr6,0,0,0,0,0,1.989015958
LOC101930071__chr19,0,2.530451074,15.8652216,34.5519686,3.246735382,1.989015958
LOC101930085__chr7,72.32683341,49.7655378,49.66504152,44.91755918,42.20755997,7.956063833
LOC101930094__chr21,0,14.33922276,17.24480608,0,12.98694153,0.994507979
LOC101930370__chr4,8.509039225,15.18270645,0.689792243,0,7.575715892,43.75835108
LOC101930452__chr12,0,0,0,0,0,0
LOC102467080__chr5,4.254519612,4.217418457,1.379584487,0,4.32898051,1.989015958
LOC102467081__chr5,0,0,0,0,0,0
LOC102467212__chr5,11.34538563,0,0,0,0,0
LOC102467224__chr5,0,0,0,0,0,0
LOC102467226__chr5,0,0,23.45293627,0,0,0
LOC102467655__chr5,0,0,0,0,0,0
LOC102546229__chr5,0,0,0,0,0,0
LOC102546294__chr5,0,0,0.689792243,0,6.493470764,0
LOC102577426__chr5,0,0,0,0,5.411225637,0
LOC102606465__chr1,24.10894447,44.70463565,11.72646814,27.64157488,50.86552099,90.5002261
LOC102723354__chr14,17.01807845,30.36541289,11.03667589,10.36559058,5.411225637,101.4398139
LOC102723385__chr16,0,0,2.06937673,0,0,0
LOC102723557__chr5,0,0,0,0,0,0
LOC102723566__chr9,0,0,0,0,0,0
LOC102723582__chr3,0,0,2.06937673,0,0,0
LOC102723649__chr6,0,0.843483691,0,0,0,3.978031917
LOC102723665__chr10,11.34538563,0.843483691,3.448961217,6.910393719,1.082245127,0
LOC102723672__chr7,2.836346408,0,2.06937673,0,0,11.93409575
LOC102723703__chr10,0,0,0.689792243,0,0,0
LOC102723704__chr4,0,1.686967383,0,6.910393719,0,0
LOC102723727__chr1,0,0,0,0,0,0
LOC102723729__chr8,0,0,0,0,0,0
LOC102723766__chr4,0,0.843483691,0,0,0,0
LOC102723769__chr22,2.836346408,0,0,0,0,0
LOC102723780__chr22,0,0,0,0,0,0
LOC102723824__chr2,0,0,2.759168973,3.45519686,0,0
LOC102723854__chr2,1.418173204,0,0,0,0,0.994507979
LOC102723927__chr2,0,0,0,0,0,0
LOC102724058__chr2,0,0,0,0,6.493470764,0
LOC102724064__chr11,19.85442486,18.55664121,50.35483377,31.09677174,7.575715892,4.972539896
LOC102724084__chr16,0,0.843483691,0.689792243,0,0,0
LOC102724094__chr7,38.29067651,13.49573906,10.34688365,3.45519686,11.9046964,77.57162238
LOC102724153__chr14,1.418173204,0,0,0,0,0
LOC102724156__chr9,8.509039225,2.530451074,9.657091407,0,0,21.87917554
LOC102724163__chr16,0,0,0,0,0,0
LOC102724231__chr3,96.43577788,0,2.759168973,0,0,0
LOC102724297__chr3,0,16.86967383,28.28148198,0,0,2.983523938
LOC102724312__chr1,0,31.20889659,0,0,0,0.994507979
LOC102724434__chr7,7.090866021,14.33922276,191.7622437,10.36559058,82.25062968,29.83523938
LOC102724450__chr1,0,8.434836915,0,31.09677174,0,0.994507979
LOC102724484__chr7,0,0,0.689792243,0,0,0
LOC102724532__chr17,21.27259806,19.4001249,24.83252076,55.28314976,23.8093928,12.92860373
LOC102724552__chr1,0,0,0,0,0,0
LOC102724571__chr1,28.36346408,0,8.27750692,10.36559058,8.657961019,1.989015958
LOC102724579__chr2,0,0.843483691,0,0,0,0
LOC102724580__chr9,0,0,0,0,3.246735382,0
LOC102724589__chr10,0,2.530451074,11.72646814,0,0,0
LOC102724593__chr10,0,0,0,0,0,0
LOC102724601__chr1,0,0,0,0,0,3.978031917
LOC102724659__chr1,0,0,0,0,0,0
LOC102724661__chr1,5.672692817,4.217418457,0,0,0,0
LOC102724699__chr3,7.090866021,7.591353223,5.518337947,6.910393719,1.082245127,3.978031917
LOC102724714__chr2,0,0,0,0,0,0
LOC102724719__chr10,0,0,0,0,0,0
LOC102724738__chr7,1.418173204,1.686967383,0.689792243,0,1.082245127,0
LOC102724814__chr14,0,27.83496182,6.897922434,0,91.99083583,21.87917554
LOC102724908__chr19,25.52711767,34.58283135,51.73441825,38.00716546,54.11225637,24.86269948
LOC102724919__chr1,0,0,0,0,0,0
LOC102724927__chr16,0,0,5.518337947,0,0,0.994507979
LOC102725022__chr15,0,0,0.689792243,0,0,1.989015958
LOC102725072__chr22,0,2.530451074,1.379584487,3.45519686,0,0
LOC102725126__chr9,0,0,1.379584487,0,0,0
LOC103191607__chr13,0,0,0.689792243,0,0,0
LOC103344931__chr10,282.2164676,76.75701593,141.4074099,393.892442,114.7179835,85.52768621
LOC103611081__chr11,38.29067651,75.07004854,9.657091407,0,25.97388306,0
LOC105274304__chr17,0,0,0,0,0,0
LOC105369192__chr4,0,0,0,0,0,0
LOC105369340__chr11,290.7255068,1169.068396,643.5761631,1198.95331,673.1564692,972.6288036
LOC105369431__chr11,9.927212429,6.747869532,7.587714677,0,1.082245127,0.994507979
LOC105369632__chr12,0,0,4.828545704,0,0,0
LOC105369635__chr12,18.43625165,36.26979873,37.93857339,38.00716546,55.1945015,36.79679523
LOC105369691__chr12,0,0,0,0,1.082245127,0
LOC105370203__chr13,0,0,0.689792243,0,111.4712481,0.994507979
LOC105370333__chr13,15.59990525,131.5834559,184.8643212,172.759843,267.3145465,221.7752794
LOC105370473__chr14,0,0,0,0,0,0
LOC105370697__chr14,0,0,0,0,0,0
LOC105370792__chr15,19.85442486,8.434836915,2.759168973,0,2.164490255,1.989015958
LOC105370802__chr15,0,0,0,0,0,0
LOC105370888__chr15,0,0.843483691,0,3.45519686,0,0
LOC105370941__chr15,0,0,8.27750692,3.45519686,23.8093928,19.89015958
LOC105371038__chr16,0,0,0,0,0,0
LOC105371046__chr16,14.18173204,0,0,0,0,0
LOC105371049__chr16,2.836346408,24.46102705,8.27750692,0,5.411225637,0.994507979
LOC105371083__chr16,0,0,0,0,0,0
LOC105371184__chr16,0,0,0,0,0,0
LOC105371267__chr16,1.418173204,3.373934766,0,0,0,37.79130321
LOC105371414__chr16,0,0,0,0,0,0
LOC105371592__chr17,0,0,4.13875346,0,0,0
LOC105371730__chr17,7.090866021,5.90438584,26.90189749,3.45519686,31.38510869,60.66498673
LOC105371743__chr17,48.21788894,25.30451074,62.0813019,82.92472463,59.52348201,100.4453059
LOC105371766__chr17,0,0,0,0,0,0
LOC105371795__chr17,2.836346408,0.843483691,0.689792243,0,0,0.994507979
LOC105371814__chr17,0,0.843483691,0,0,1.082245127,0
LOC105371849__chr17,0,0.843483691,4.13875346,0,0,0
LOC105371899__chr17,0,0,0,0,0,0
LOC105371907__chr17,0,0,0,0,0,1.989015958
LOC105371998__chr18,0,0,0,0,0,0
LOC105372273__chr19,0,0,0,0,0,0
LOC105372288__chr19,0,0,0,0,0,0
LOC105372419__chr19,7.090866021,0,0,0,7.575715892,0.994507979
LOC105372440__chr19,0,0.843483691,0,0,0,0
LOC105372441__chr19,12.76355884,61.57430948,17.93459833,0,5.411225637,7.956063833
LOC105372444__chr19,0,0,0,0,0,0
LOC105372476__chr19,0,5.060902149,1.379584487,0,47.6187856,0
LOC105372493__chr20,0,0,46.90587255,0,0,0.994507979
LOC105372582__chr20,45.38154253,27.83496182,11.72646814,10.36559058,79.0038943,39.78031917
LOC105372653__chr20,0,2.530451074,0,0,0,7.956063833
LOC105372751__chr21,5.672692817,10.1218043,11.03667589,0,6.493470764,6.961555854
LOC105372795__chr21,5.672692817,2.530451074,4.828545704,27.64157488,0,0
LOC105373100__chr22,1.418173204,0,0.689792243,0,0,0
LOC105373383__chrX,0,0,0,13.82078744,4.32898051,2.983523938
LOC105373562__chr2,0,0,13.10605262,0,9.740206146,0
LOC105373609__chr2,1.418173204,5.060902149,8.27750692,0,0,5.967047875
LOC105374177__chr3,0,0,0,0,0,0
LOC105374313__chr3,4.254519612,1.686967383,2.06937673,0,3.246735382,4.972539896
LOC105374366__chr4,306.3254121,120.6181679,26.21210525,0,340.9072151,273.4896943
LOC105374546__chr4,7.090866021,0,0,0,0,0
LOC105374631__chr5,0,0,0,0,0,0
LOC105374727__chr5,0,10.1218043,8.27750692,0,0,0
LOC105374952__chr6,32.6179837,25.30451074,3.448961217,0,32.46735382,10.93958777
LOC105374988__chr6,0,3.373934766,2.06937673,0,0,0
LOC105375014__chr6,0,0,0,0,0,0
LOC105375166__chr7,292.1436801,429.333199,144.1665789,79.46952777,309.5221064,343.1052528
LOC105375304__chr7,21.27259806,0.843483691,13.79584487,48.37275604,22.72714767,6.961555854
LOC105375401__chr7,9.927212429,2.530451074,3.448961217,10.36559058,1.082245127,0.994507979
LOC105375713__chr8,0,0,0,0,0,0
LOC105375734__chr8,0,1.686967383,4.828545704,0,4.32898051,2.983523938
LOC105375773__chr8,0,15.18270645,0.689792243,0,0,19.89015958
LOC105375800__chr8,48.21788894,4.217418457,0,0,0,16.90663565
LOC105376114__chr9,99.27212429,41.33070088,38.62836563,138.2078744,71.42817841,31.82425533
LOC105376306__chr9,21.27259806,0,4.13875346,0,2.164490255,27.84622342
LOC105376331__chr9,0,3.373934766,8.967299164,17.2759843,12.98694153,3.978031917
LOC105376351__chr10,0,0,0,0,0,0
LOC105376360__chr10,1.418173204,0,0,0,0,0
LOC105376382__chr10,2.836346408,0,0.689792243,62.19354348,0,0
LOC105376430__chr10,0,0,13.10605262,0,0,0
LOC105376554__chr11,4.254519612,0,0.689792243,0,5.411225637,0
LOC105376575__chr11,70.90866021,43.01766827,25.522313,44.91755918,51.94776611,27.84622342
LOC105376671__chr11,0,0,0.689792243,0,0,0
LOC105376736__chr1,8.509039225,38.80024981,25.522313,10.36559058,33.54959895,10.93958777
LOC105376805__chr1,86.50856545,113.8702984,172.4480608,196.946221,117.9647189,135.2530852
LOC105376955__chr3,1.418173204,0,0,0,0,0
LOC105376975__chr3,0,0.843483691,0,0,0,12.92860373
LOC105377102__chr3,0,0,0,0,0,5.967047875
LOC105377105__chr3,496.3606214,646.9519914,594.6009138,549.3763007,568.1786919,830.4141626
LOC105377213__chrX,0,0,0,3.45519686,0,0
LOC105377348__chr4,14.18173204,29.5219292,20.6937673,0,41.12531484,26.85171544
LOC105377458__chr4,1.418173204,2.530451074,0.689792243,6.910393719,1.082245127,2.983523938
LOC105377590__chr4,0,0,0,0,0,3.978031917
LOC105377621__chr4,0,0,0,0,9.740206146,2.983523938
LOC105377763__chr5,0,0,0,0,0,0
LOC105377924__chr6,192.8715558,114.713782,8.967299164,10.36559058,104.9777774,150.1707049
LOC105378052__chr6,0,0,0,0,0,0
LOC105378098__chr6,1.418173204,0,0,0,0,0
LOC105378146__chr6,0,0,0,0,0,7.956063833
LOC105378269__chr10,7.090866021,5.060902149,7.587714677,0,0,0
LOC105378663__chr1,0,0,0,0,0,0
LOC105378683__chr1,0,0,0,0,0,0
LOC105378828__chr1,0,28.67844551,0,3.45519686,16.23367691,0
LOC105378853__chr1,0,0.843483691,0,0,0,0
LOC105379143__chr5,0,0,0,0,0,0
LOC105379183__chr5,0,0,0,0,0,0
LOC105379194__chr5,9.927212429,60.73082579,2.06937673,0,0,76.5771144
LOC105379477__chr20,0,0,5.518337947,0,0,0
LOC105379511__chr21,0,0,0,0,0,0
LOC105379514__chr21,0,0,0,0,0,0
LOC105447645__chr19,0,0,0,0,0,0
LOC105747689__chr2,1.418173204,0,0,0,1.082245127,0
LOC106660606__chr16,4.254519612,0,0,0,2.164490255,0.994507979
LOC106699570__chr16,0,0.843483691,0,0,2.164490255,0
LOC107133515__chr17,394.2521507,369.4458569,440.0874513,314.4229142,202.3798388,474.3803061
LOC113230__chr19,1090.575194,662.1346978,1227.140401,691.0393719,1113.630236,334.154681
LOC115110__chr1,82.25404584,47.23508672,41.3875346,6.910393719,80.08613943,91.49473408
LOC143666__chr11,15.59990525,10.1218043,7.587714677,13.82078744,5.411225637,24.86269948
LOC145474__chr14,8.509039225,10.96528799,40.00795012,10.36559058,0,38.78581119
LOC145694__chr15,0,0.843483691,1.379584487,0,0,0
LOC145783__chr15,0,0,1.379584487,0,0,3.978031917
LOC146880__chr17,42.54519612,142.5487439,84.84444593,207.3118116,146.1030922,216.8027395
LOC148413__chr1,25.52711767,12.65225537,10.34688365,34.5519686,3.246735382,11.93409575
LOC148709__chr1,35.4543301,1.686967383,24.83252076,3.45519686,0,4.972539896
LOC150051__chr21,5.672692817,10.96528799,6.20813019,0,4.32898051,4.972539896
LOC150776__chr2,0,0,0,0,0,0
LOC151475__chr2,1.418173204,0,0,0,0,0
LOC152225__chr3,0,8.434836915,0.689792243,0,0,0
LOC153684__chr5,63.81779419,0.843483691,22.76314403,65.64874034,0,5.967047875
LOC154761__chr7,4.254519612,16.86967383,152.4440858,376.6164577,63.85246252,80.55514631
LOC155060__chr7,0,12.65225537,0,10.36559058,1.082245127,0
LOC157273__chr8,5.672692817,1.686967383,0,0,1.082245127,5.967047875
LOC158434__chr9,0,0,0,0,0,0
LOC158435__chr9,0,0,1.379584487,0,0,0
LOC171391__chr11,11.34538563,5.90438584,4.13875346,0,29.22061844,16.90663565
LOC202181__chr5,9.927212429,0.843483691,4.13875346,0,0,0
LOC220729__chr3,76.58135302,101.218043,42.07732685,44.91755918,47.6187856,93.48375004
LOC221946__chr7,0,0.843483691,2.06937673,0,0,0.994507979
LOC254028__chr14,0,0,0,0,0,0
LOC254896__chr8,0,0,0,20.73118116,0,0
