,1_1,1_2,1b24_1,1b24_2,1b60_1,1b60_2,6_1,6_2,6a24_1,6a24_2,6a60_1,6a60_2,6b24_1,6b24_2,6b60_1,6b60_2
MCHR1__chr22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.922494704,0
MCIDAS__chr5,4.548554165,2.193854504,0,0,0,0,1.925979225,1.900814354,2.862924028,0,2.628946401,2.642003786,0,9.015556622,2.563326271,1.023296449
MCL1__chr1,426.0479068,404.4005135,305.8710599,433.8891979,483.6121778,585.2135985,334.478392,174.8749206,365.4999676,449.4509263,344.3919786,361.4261179,469.4740518,721.2445297,503.6936123,378.1080379
MCM10__chr10,10.10789814,0,4.498103823,0,2.418060889,0,35.9516122,50.37158039,30.5378563,28.44626116,63.62050291,74.50450676,30.60164725,13.52333493,94.20224047,65.49097273
MCM2__chr3,44.98014674,63.62178061,40.4829344,6.624262564,21.762548,5.044944814,157.2883034,177.7261421,86.84202886,55.47020926,215.0478156,169.6166431,67.17434763,108.1866795,242.2343326,157.0760049
MCM3__chr6,52.05567544,51.92122325,53.97724587,84.45934769,47.15218734,90.80900666,86.66906511,108.3464182,150.7806655,149.3428711,215.5736049,222.4567188,164.9503425,171.2955758,226.854375,232.7999421
MCM3AP__chr21,42.45317221,36.56424173,44.98103823,67.89869128,19.34448711,60.53933777,43.65552909,34.21465838,42.46670642,35.55782645,43.11472098,38.57325527,31.34802889,4.507778311,39.73155721,30.18724524
MCM3AP-AS1__chr21,1.010789814,3.656424173,0,0,1.209030445,0,2.5679723,0,1.431462014,5.689252232,3.680524962,2.642003786,0.74638164,0,1.281663136,4.093185796
MCM4__chr8,40.93698748,8.04413318,17.99241529,18.21672205,27.80770023,45.40450333,143.1644557,109.2968254,124.5371952,102.4065402,192.9646659,193.3946771,113.4500093,72.12445297,177.5103443,173.9603963
MCM5__chr22,58.62580924,34.37038722,41.98230234,26.49705026,35.06188289,20.17977926,115.5587535,96.94153207,107.3596511,105.2511663,212.4188692,235.1383369,106.7325746,13.52333493,190.3269756,165.2623765
MCM6__chr2,27.7967199,30.71396305,5.997471763,0,20.55351756,20.17977926,91.80500971,58.92524499,98.77087897,88.18340959,172.9846732,135.7989946,131.3631687,117.2022361,183.91866,152.4711709
MCM7__chr7,164.7587398,174.7770755,77.96713293,79.49115077,119.694014,171.5281237,591.275622,458.0962594,355.9568875,615.8615541,905.4091406,687.9777858,285.1177866,540.9333973,777.3286918,649.7932451
MCM8__chr20,10.61329305,9.506702849,1.499367941,9.936393846,14.50836534,40.35955851,30.8156676,50.37158039,20.5176222,73.96027901,75.71365636,114.6629643,5.971053122,9.015556622,67.92814619,32.23383814
MCM8-AS1__chr20,0,0,0,0,0,0,0,0,0,0,0,1.056801514,0,0,0,0
MCM9__chr6,15.16184722,30.71396305,11.99494353,14.90459077,14.50836534,0,9.629896124,18.05773637,31.01501031,17.0677567,34.7020925,26.42003786,27.61612069,31.55444818,36.52739937,26.60570767
MCMBP__chr10,36.89382823,57.0402171,74.96839704,61.27442872,32.643822,60.53933777,57.77937674,88.38786748,72.05025471,55.47020926,78.86839204,116.7765673,96.2832316,112.6944578,70.49147246,84.93360526
MCMDC2__chr8,2.021579629,5.118993842,0,3.312131282,1.209030445,0,8.345909974,2.851221532,6.680156066,17.0677567,21.03157121,14.7952212,13.43486953,0,4.485820975,8.186371591
MCOLN1__chr19,9.602503237,7.312848346,8.996207645,19.87278769,6.045152223,5.044944814,5.135944599,3.801628709,12.88315813,17.0677567,3.680524962,8.454412115,17.16677773,27.04666986,3.204157839,7.163075142
MCOLN2__chr1,1.010789814,0,1.499367941,0,0,0,2.5679723,0,0.477154005,0,0,0,0,0,1.281663136,0
MCOLN3__chr1,0,0,1.499367941,0,4.836121778,0,0,5.702443063,0,0,0,0,1.492763281,0,0,1.023296449
MCPH1__chr8,13.64566249,12.43184219,64.47282146,19.87278769,24.18060889,0,16.04982687,25.66099378,31.96931832,21.33469587,17.35104625,21.13603029,9.702961324,9.015556622,13.45746292,18.41933608
MCPH1-AS1__chr8,0.505394907,1.462569669,4.498103823,0,1.209030445,0,1.28398615,0,0,0,0.52578928,5.812408329,0,0,1.922494704,0.511648224
MCRIP1__chr17,15.16184722,8.775418015,29.98735882,33.12131282,32.643822,10.08988963,34.02563297,16.15692201,19.56331419,51.20327009,32.0731461,39.10165603,29.85526561,4.507778311,34.60490466,29.67559702
MCRIP2__chr16,260.2783772,285.2010855,260.8900217,281.531159,355.4549507,307.7416337,248.45132,294.6262249,290.1096349,287.3072377,310.7414646,302.7736339,326.1687768,63.10889635,268.5084269,293.1744326
MCRS1__chr12,242.0841606,321.7653272,349.3527302,296.4357497,297.4214894,378.3708611,227.9075416,227.1473153,378.8602797,294.418803,332.8246144,302.2452331,444.8434576,788.8612044,299.2683422,381.6895754
MCTP1__chr5,0,0,0,0,0,0,0,0,0,0,0,0,0.74638164,4.507778311,0.640831568,0
MCTP2__chr15,55.08804489,84.82904081,71.96966116,86.11541333,183.7726276,30.26966889,106.5708504,42.76832297,44.37532244,73.96027901,56.78524227,32.76084694,88.07303356,13.52333493,67.28731462,59.86284226
MCTS1__chrX,220.3521795,220.1167352,265.3881255,269.9386995,280.4950632,232.0674615,195.8078879,194.8334713,275.3178607,201.9684542,222.4088656,245.7063521,298.5526561,171.2955758,248.6426483,301.3608042
MCU__chr10,425.037117,359.0608538,398.8318723,460.3862482,334.9014332,287.5618544,337.0463643,367.8075776,460.4536145,345.6220731,274.9877936,285.8648096,458.2783272,369.6378215,236.4668485,310.5704722
MCUR1__chr6,185.9853259,302.7519215,152.93553,210.3203364,327.6472505,206.8427374,89.87903049,96.94153207,215.6736101,217.6138979,141.4373164,169.6166431,203.7621878,211.8655806,157.0037341,141.2149099
MDC1__chr6,4.548554165,10.23798768,17.99241529,19.87278769,1.209030445,30.26966889,57.13738367,31.36343685,26.72062426,22.75700893,54.15629587,21.13603029,17.16677773,13.52333493,30.75991526,45.53669198
MDFI__chr6,1.516184722,2.193854504,23.98988705,11.59245949,2.418060889,0,2.5679723,0.950407177,13.83746614,18.49006975,5.257892803,1.056801514,11.94210624,18.03111324,3.204157839,2.558241122
MDFIC__chr7,13.64566249,25.59496921,19.49178323,39.74557538,9.672243557,30.26966889,17.33381302,29.46262249,26.24347026,32.71320033,25.23788545,24.30643483,32.84079217,45.07778311,14.09829449,18.41933608
MDGA2__chr14,0,0,1.499367941,1.656065641,4.836121778,0,0,0,0.477154005,0,0,0,0.74638164,0,0.640831568,0
MDH1__chr2,287.5697022,285.2010855,311.8685317,276.562962,322.8111287,252.2472407,238.8214239,293.6758178,367.4085836,298.6857422,282.3488435,309.1144429,351.5457526,567.9800672,308.8808157,328.9898083
MDH1B__chr2,1.010789814,0,1.499367941,1.656065641,0,0,1.28398615,0,0,2.844626116,0,0,0.74638164,0,1.281663136,2.558241122
MDH2__chr7,541.7833405,435.8457614,647.7269505,677.3308471,489.6573301,660.8877707,747.9219323,738.4663767,775.3752577,736.758164,749.2497244,774.1071093,679.9536743,356.1144866,704.9147246,704.5396051
MDK__chr11,2345.537764,2325.485774,1248.973495,1256.953821,2289.903662,3405.33775,288.8968837,433.3856728,205.653376,199.1238281,344.9177679,276.353596,614.27209,198.3422457,568.4176007,450.2504375
MDM1__chr12,48.51791109,19.0134057,7.496839704,11.59245949,10.881274,0,32.09965375,9.504071772,26.24347026,25.60163504,34.17630322,65.52169389,14.92763281,40.5700048,42.93571505,34.28043104
MDM2__chr12,154.1454467,120.6619977,62.97345352,102.6760697,125.7391662,151.3483444,108.4968297,141.6106694,149.3492035,153.6098103,169.8299375,206.6046961,143.3052749,103.6789011,154.4404078,157.0760049
MDM4__chr1,51.55028054,39.48938107,32.9860947,19.87278769,53.19733956,35.3146137,70.61923824,57.02443063,39.60378239,51.20327009,52.05313875,56.01048026,39.55822694,18.03111324,58.95650424,54.23471179
MDN1__chr6,274.9348295,256.6809769,47.97977411,46.36983795,146.2926838,55.49439296,167.5601926,155.8667771,87.31918286,89.60572265,220.3057084,163.8042347,58.96414958,13.52333493,171.7428602,134.563483
MDP1__chr14,1.516184722,0,0,0,3.627091334,0,1.925979225,0,2.862924028,0,2.628946401,3.170404543,0,0,1.281663136,5.628130469
MDS2__chr1,0,0,0,0,0,0,0.641993075,0.950407177,0,0,0,0,0,0,0,2.046592898
ME1__chr6,127.8649115,190.8653418,163.4311056,142.4216451,132.9933489,121.0786755,104.6448712,130.2057833,160.3237456,109.5181055,95.69364901,104.0949492,200.0302796,329.0678167,91.6389142,105.3995342
ME2__chr18,146.0591282,268.3815343,158.9330017,177.1990236,194.6539016,242.1573511,114.9167604,100.7431608,96.86226296,76.80490513,120.9315345,183.3550627,105.9861929,27.04666986,142.2646081,142.2382064
ME3__chr11,14.1510574,25.59496921,16.49304735,4.968196923,14.50836534,5.044944814,19.90178532,41.8179158,21.94908422,7.11156529,25.23788545,13.21001893,31.34802889,0,26.91492585,28.14065235
MEA1__chr6,537.7401813,519.9435174,575.7572893,485.2272328,563.4081872,428.8203092,738.9340292,615.8638508,855.0599764,799.3399386,738.2081495,797.8851433,905.3609297,2046.531353,611.9941473,946.5492152
MEAF6__chr1,126.3487268,124.3184219,199.4159361,140.7655795,100.3495269,105.9438411,125.1886496,133.0570048,167.4810557,172.09988,148.272577,141.6114029,133.6023136,180.3111324,117.2721769,160.1458943
MEAT6__chr6,0,0,0,0,2.418060889,0,0,0,0,0,0,0,0,0,0,0
MECOM__chr3,218.8359948,255.2184073,311.8685317,260.0023056,244.2241498,413.6854748,228.5495347,242.3538302,186.5672158,189.1676367,322.8346181,303.8304354,205.2549511,342.5911516,259.536785,310.5704722
MECP2__chrX,73.28226155,57.77150193,25.48925499,34.77737846,79.79600934,70.6292274,116.8427396,84.58623877,53.91840253,28.44626116,79.9199706,61.82288859,51.50033318,31.55444818,80.74477755,67.53756563
MECR__chr1,26.78593008,24.86368437,19.49178323,18.21672205,22.97157845,30.26966889,28.88968837,57.97483781,25.76631625,45.51401785,46.79524595,53.36847647,38.06546366,22.53889155,41.65405191,40.42020973
MED1__chr17,84.90634441,59.2340716,74.96839704,134.1413169,96.72243557,141.2584548,137.386518,131.1561905,127.4001193,142.2313058,187.7067731,111.4925598,88.8194152,211.8655806,115.9905138,117.1674434
MED10__chr5,106.1329305,85.56032564,67.47155734,105.988201,151.1288056,10.08988963,105.9288574,123.552933,135.9888913,120.8966099,91.48733477,98.81094159,155.9937628,108.1866795,112.1455244,93.11997685
MED11__chr17,86.92792404,119.199428,133.4437467,94.39574153,103.9766182,206.8427374,67.40927287,99.79275361,105.928189,73.96027901,75.18786708,127.3445825,104.4934296,148.7566843,64.08315678,97.72481087
MED12__chrX,87.93871386,57.77150193,83.96460469,62.93049436,29.01673067,126.1236204,110.4228089,60.82605934,106.8824971,52.62558314,60.46576723,81.37371661,36.57270038,27.04666986,67.92814619,74.70064077
MED12L__chr3,0,2.925139338,0,3.312131282,0,0,0,0,0,1.422313058,0,0,0,0,0,0
MED13__chr17,241.5787657,361.2547083,331.3603149,163.9504985,213.9983887,186.6629581,335.1203851,346.8986197,182.2728298,217.6138979,232.9246512,200.263887,223.9144921,162.2800192,206.3477648,256.8474087
MED13L__chr12,81.87397497,147.7195366,128.9456429,170.574761,129.3662576,75.67417222,143.1644557,86.48705312,84.45625883,110.9404185,89.38417765,62.35128935,88.8194152,72.12445297,103.814714,93.63162508
MED14__chrX,117.2516185,139.6754034,169.4285773,129.17312,85.84116157,257.2921855,188.745964,114.0488613,134.0802753,137.9643666,140.9115271,147.4238113,173.9069222,103.6789011,101.2513877,141.7265582
MED14OS__chrX,1.010789814,5.850278676,0,0,1.209030445,5.044944814,0,0,2.385770024,0,0,2.113603029,1.492763281,0,0,4.60483402
MED15__chr22,167.7911092,135.2876944,112.4525956,145.7337764,146.2926838,110.9887859,112.9907812,107.396011,80.16187279,66.84871372,95.16785973,60.76608708,75.38454567,67.61667466,77.54061971,85.44525348
MED16__chr19,32.85066897,24.13239954,40.4829344,29.80918154,8.463213112,15.13483444,14.12384765,31.36343685,17.17754417,5.689252232,22.08314977,17.96562574,25.37697577,9.015556622,18.58411547,30.69889347
MED17__chr11,42.95856711,52.65250809,61.47408558,44.71377231,51.98830912,45.40450333,47.50748754,39.91710144,56.78132656,38.40245257,67.30102788,61.82288859,62.69605779,99.17112284,79.46311441,77.25888189
MED18__chr1,6.064738887,6.581563511,37.48419852,13.24852513,27.80770023,30.26966889,13.48185457,12.3552933,9.543080094,17.0677567,15.77367841,14.7952212,14.92763281,4.507778311,8.97164195,11.25626094
MED19__chr11,111.1868796,119.199428,148.4374261,81.14721641,53.19733956,131.1685652,107.2128435,107.396011,131.2173513,164.9883147,138.80837,112.0209605,59.71053122,36.06222649,115.9905138,127.4004079
MED20__chr6,92.99266293,124.3184219,143.9393223,145.7337764,140.2475316,156.3932892,91.16301664,141.6106694,114.5169611,120.8966099,138.80837,146.3670097,112.7036277,184.8189107,154.4404078,189.309843
MED21__chr12,83.39015969,115.5430039,172.4273132,86.11541333,33.85285245,110.9887859,101.4349058,119.7513043,138.3746614,120.8966099,123.5604809,132.1001893,107.4789562,139.7411276,181.9961653,155.029412
MED22__chr9,33.35606388,20.47597537,20.99115117,57.96229743,15.71739578,25.22472407,24.39573685,19.00814354,39.12662839,9.956191406,15.24788913,23.24963332,12.68848789,9.015556622,58.31567267,29.16394879
MED23__chr6,44.47475184,58.50278676,28.48799088,31.46524718,35.06188289,30.26966889,28.2476953,28.51221532,51.53263251,39.82476562,37.85682818,38.04485452,20.89868593,0,34.60490466,39.90856151
MED24__chr17,114.219249,122.8558522,263.8887576,119.2367261,136.6204402,85.76406184,132.2505734,117.85049,152.2121275,105.2511663,201.9030836,161.1622309,167.9358691,175.8033541,130.0888083,162.7041354
MED25__chr19,112.7030643,103.8424465,190.4197285,172.2308267,113.6488618,232.0674615,141.2384765,117.85049,86.84202886,62.58177455,117.2510095,75.03290752,128.3776421,22.53889155,185.8411547,87.49184638
MED26__chr19,34.36685369,29.25139338,32.9860947,24.84098461,20.55351756,0,28.2476953,41.8179158,27.19777827,29.86857422,36.27946034,29.5904424,23.13783085,31.55444818,21.14744174,32.74548637
MED27__chr9,12.12947777,6.581563511,23.98988705,51.33803487,6.045152223,0,4.493951524,8.553664595,27.67493227,36.98013951,12.09315345,10.56801514,17.16677773,4.507778311,19.22494704,20.46592898
MED28__chr4,146.0591282,163.8078029,224.9051911,228.5370585,160.8010491,80.71911703,331.2684267,355.4522843,243.8256964,230.4147154,230.821494,287.4500119,195.5519898,320.0522601,265.3042691,256.3357605
MED29__chr19,75.30384118,62.15921094,100.457652,114.2685292,71.33279623,60.53933777,74.47119669,66.5285024,117.8570392,103.8288532,85.17786341,96.16893781,61.94967615,22.53889155,76.89978814,76.74723367
MED30__chr8,22.74277082,17.55083603,22.49051911,31.46524718,36.27091334,15.13483444,69.33525209,63.67728087,81.59333481,35.55782645,56.25945299,63.93649162,67.92072927,99.17112284,53.8298517,49.11822955
MED31__chr17,33.35606388,35.10167206,44.98103823,26.49705026,31.43479156,10.08988963,54.56941137,55.12361628,53.44124853,48.35864397,46.26945666,31.17564467,53.7394781,63.10889635,39.09072564,86.98019816
MED4__chr13,114.219249,155.7636698,143.9393223,177.1990236,131.7843185,171.5281237,127.7566219,131.1561905,118.8113472,99.56191406,131.9731094,107.7937545,105.2398113,166.7877975,96.76556674,125.353815
MED6__chr14,51.04488563,66.54691994,89.96207645,110.9563979,103.9766182,40.35955851,70.61923824,81.73501724,92.09072291,61.15946149,62.56892435,52.31167496,55.97862302,189.3266891,67.28731462,82.37536414
MED7__chr5,34.8722486,60.69664127,35.98483058,52.99410051,32.643822,20.17977926,84.74308589,31.36343685,35.78655035,21.33469587,47.84682451,41.74365982,35.82631873,31.55444818,45.49904132,97.72481087
MED8__chr1,52.56107035,68.00948961,46.48040617,57.96229743,81.00503979,75.67417222,52.00143907,44.66913733,83.02479682,100.9842271,67.30102788,101.4529454,129.1240238,94.66334453,66.64648306,70.60745497
MED9__chr17,19.20500647,27.78882371,14.99367941,8.280328205,35.06188289,5.044944814,30.17367452,18.05773637,20.0404682,21.33469587,19.45420337,6.340809086,10.44934296,4.507778311,14.73912606,32.74548637
MEF2A__chr15,72.27147173,65.81563511,25.48925499,82.80328205,50.77927867,25.22472407,78.32315514,89.33827466,47.71540047,41.24707868,38.90840674,40.6868583,58.96414958,67.61667466,40.37238877,37.86196861
MEF2C__chr5,4.043159258,0,1.499367941,4.968196923,7.254182668,0,2.5679723,0,0,1.422313058,0,1.056801514,3.731908202,22.53889155,4.485820975,3.069889347
MEF2D__chr1,155.1562365,193.0591963,160.4323697,144.0777108,177.7274754,126.1236204,150.2263795,235.7009799,129.3087353,128.0081752,192.4388766,99.86774311,123.1529707,54.09333973,103.1738824,150.424578
MEG3__chr14,1.516184722,0,0,1.656065641,4.836121778,10.08988963,7.061923824,0,0.477154005,1.422313058,0.52578928,1.585202272,0.74638164,9.015556622,1.281663136,1.534944673
MEGF10__chr5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.640831568,1.534944673
MEGF11__chr15,0,0,0,3.312131282,0,10.08988963,0,0,0,0,0,0,0,0,0,0
MEGF6__chr1,12.63487268,14.62569669,2.998735882,9.936393846,4.836121778,0,28.88968837,17.10732919,11.45169611,7.11156529,15.77367841,23.77803407,10.44934296,9.015556622,4.485820975,15.86109496
MEGF8__chr19,8.086318516,12.43184219,34.48546264,9.936393846,8.463213112,5.044944814,20.5437784,12.3552933,30.0607023,8.533878348,15.24788913,5.284007572,6.717434763,0,8.97164195,2.558241122
MEGF9__chr9,24.76435045,31.44524789,23.98988705,33.12131282,26.59866978,15.13483444,45.58150832,31.36343685,31.96931832,59.73714843,26.28946401,29.5904424,57.4713863,36.06222649,30.11908369,39.90856151
MEI1__chr22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.640831568,0.511648224
MEIG1__chr10,1.010789814,0,4.498103823,0,0,0,5.135944599,2.851221532,0.954308009,2.844626116,0.52578928,8.982812872,2.985526561,0,1.922494704,1.023296449
MEIKIN__chr5,0,0,0,0,3.627091334,0,0,0,0,0,0,0,0,0,0,0
MEIOC__chr17,1.010789814,0,1.499367941,0,4.836121778,0,0,0,0,0,0,0,0,0,0,0
MEIS1__chr2,1.010789814,0,0,0,2.418060889,0,0.641993075,0,0,1.422313058,1.051578561,0,0,0,0,0
MEIS2__chr15,43.46396202,21.93854504,20.99115117,14.90459077,14.50836534,0,25.03772992,35.16506556,27.19777827,12.80081752,16.29946769,13.21001893,19.40592265,9.015556622,15.37995763,18.41933608
MEIS3P1__chr17,30.82908934,38.0268114,22.49051911,28.1531159,37.47994378,50.44944814,10.91388227,31.36343685,14.31462014,18.49006975,12.61894273,15.32362196,17.16677773,31.55444818,12.17579979,11.76790916
MELK__chr9,52.05567544,61.4279261,31.48672676,43.05770666,41.10703512,15.13483444,104.0028781,105.4951967,131.6945053,105.2511663,144.0662628,230.9111309,109.7181011,211.8655806,212.115249,174.4720445
MELTF__chr3,31.83987915,16.08826636,13.49431147,14.90459077,21.762548,0,8.987903049,1.900814354,6.680156066,4.266939174,8.938417765,1.056801514,4.478289842,0,19.22494704,5.628130469
MEMO1__chr2,56.60422961,64.35306544,95.95954822,104.3321354,79.79600934,60.53933777,64.19930749,68.42931676,83.97910483,48.35864397,76.23944564,66.5784954,79.86283551,153.2644626,53.18902013,80.84041946
MEN1__chr11,338.1091929,266.1876798,437.8154387,433.8891979,345.7827072,317.8315233,552.7560375,775.5322566,393.6520539,376.9129604,384.3519639,410.5673883,323.9296319,36.06222649,590.205874,428.7612121
MEOX2-AS1__chr7,0.505394907,0.731284835,1.499367941,0,6.045152223,0,0,0.950407177,0.954308009,12.80081752,0.52578928,0.528400757,0,9.015556622,0,3.581537571
MEP1A__chr6,1581.380665,1611.751775,322.3641073,614.4003528,1973.137686,1604.292451,438.4812702,287.9733747,135.0345833,103.8288532,258.1625366,310.1712445,130.6167871,103.6789011,272.9942479,269.6386143
MEP1B__chr18,523.083729,687.4077445,23.98988705,16.56065641,857.2025852,640.7079914,15.4078338,19.95855072,14.31462014,12.80081752,105.1578561,48.0844689,16.42039609,0,76.89978814,65.49097273
MEPCE__chr7,31.83987915,32.90781755,46.48040617,49.68196923,78.5869789,10.08988963,59.06336289,35.16506556,50.10117049,27.0239481,67.82681716,68.16369768,51.50033318,27.04666986,90.35725107,46.0483402
MERTK__chr2,26.28053518,23.40111471,7.496839704,11.59245949,14.50836534,45.40450333,9.629896124,11.40488613,22.42623822,14.22313058,15.77367841,13.73841969,16.42039609,27.04666986,10.25330509,11.76790916
MESDC1__chr15,148.0807078,149.1821062,241.3982385,250.0659118,241.8060889,85.76406184,230.4755139,196.7342857,319.2160292,211.9246456,230.821494,222.9851195,281.3858784,342.5911516,229.4177013,258.8940016
MESDC2__chr15,240.5679758,180.6273541,410.8268158,260.0023056,285.3311849,156.3932892,261.9331746,243.3042374,306.332871,238.9485937,297.5967326,323.9096641,315.7194339,247.9278071,363.351499,306.4772864
MESP1__chr15,35.88303841,44.60837491,19.49178323,13.24852513,60.45152223,20.17977926,8.987903049,4.752035886,12.40600412,21.33469587,12.61894273,8.454412115,11.94210624,18.03111324,4.485820975,10.23296449
MESP2__chr15,0,5.850278676,0,0,1.209030445,0,0,0.950407177,0,0,4.206314242,1.585202272,0,0,0,0
MEST__chr7,28.3021148,31.44524789,19.49178323,26.49705026,31.43479156,50.44944814,12.8398615,31.36343685,21.94908422,41.24707868,31.02156754,45.44246512,17.91315937,130.725571,34.60490466,39.39691328
MESTIT1__chr7,0,0,0,1.656065641,0,0,0,1.900814354,0,0,0,0,0,0,0,0
MET__chr7,143.5321537,136.0189792,158.9330017,101.0200041,85.84116157,126.1236204,129.0406081,144.4618909,165.5724396,135.1197405,105.1578561,138.4409984,205.2549511,175.8033541,162.7712182,119.2140363
METAP1__chr4,110.6814847,115.5430039,85.46397263,140.7655795,97.93146601,95.85395147,129.0406081,162.5196273,120.7199632,146.498245,139.8599486,119.4185711,203.7621878,148.7566843,154.4404078,160.6575425
METAP1D__chr2,14.1510574,4.387709007,5.997471763,1.656065641,3.627091334,0,10.2718892,6.65285024,1.908616019,12.80081752,4.732103523,5.812408329,7.463816403,0,7.689978814,6.139778693
METAP2__chr12,203.6741476,266.1876798,193.4184644,306.3721436,205.5351756,232.0674615,196.4498809,250.9074948,243.3485424,217.6138979,387.5066996,304.8872369,300.791801,468.8089443,249.2834799,248.6610371
METRN__chr16,14.65645231,17.55083603,31.48672676,29.80918154,27.80770023,10.08988963,35.9516122,38.01628709,26.72062426,36.98013951,12.61894273,21.13603029,38.06546366,49.58556142,27.55575742,16.88439141
METRNL__chr17,174.361243,120.6619977,100.457652,185.4793518,159.5920187,237.1124063,139.3124973,126.4041546,188.4758319,177.7891322,129.8699522,140.0262007,196.2983714,72.12445297,123.6804926,98.74810732
METTL1__chr12,16.17263703,17.55083603,7.496839704,26.49705026,10.881274,25.22472407,13.48185457,19.00814354,22.90339223,22.75700893,27.86683186,36.988053,29.85526561,4.507778311,46.78070445,39.90856151
METTL10__chr10,38.41001295,35.83295689,32.9860947,33.12131282,20.55351756,45.40450333,41.72954987,59.87565216,30.5378563,18.49006975,44.69208882,37.51645376,33.58717381,94.66334453,38.44989407,32.74548637
METTL12__chr11,10.61329305,12.43184219,13.49431147,13.24852513,9.672243557,15.13483444,18.61779917,21.85936508,20.99477621,48.35864397,37.85682818,30.64724392,23.88421249,31.55444818,22.42910487,35.30372749
METTL13__chr1,60.64738887,49.72736875,35.98483058,84.45934769,65.28764401,45.40450333,55.85339752,41.8179158,78.73041078,64.00408761,100.9515418,98.28254083,56.72500466,94.66334453,83.94893539,88.00349461
METTL14__chr4,90.9710833,76.05362279,40.4829344,198.7278769,85.84116157,35.3146137,95.65696816,100.7431608,113.5626531,73.96027901,114.0962738,113.077762,82.84836207,49.58556142,90.35725107,108.4694236
METTL15__chr11,89.96029349,113.3491494,92.96081233,72.8668882,101.5585573,50.44944814,164.3502272,102.6439751,54.87271054,38.40245257,77.2910242,54.42527799,61.94967615,121.7100144,105.0963771,69.0725103
METTL16__chr17,31.33448425,24.13239954,31.48672676,39.74557538,45.9431569,40.35955851,37.87759142,69.37972393,48.19255448,56.89252232,54.15629587,72.91930449,19.40592265,31.55444818,73.6956303,50.65317422
METTL17__chr14,65.70133794,55.57764743,71.96966116,46.36983795,48.36121778,75.67417222,73.82920362,115.9496756,70.6187927,81.0718443,148.7983663,143.1966052,74.63816403,40.5700048,89.7164195,137.6333724
METTL18__chr1,14.65645231,5.118993842,4.498103823,33.12131282,13.29933489,0,22.46975762,8.553664595,11.45169611,15.64544364,17.87683553,12.15321742,11.1957246,31.55444818,20.50661017,36.32702394
METTL21A__chr2,26.28053518,36.56424173,28.48799088,31.46524718,15.71739578,20.17977926,23.75374377,15.20651484,18.13185218,36.98013951,26.28946401,43.85726285,34.33355545,76.63223128,39.73155721,35.30372749
METTL21B__chr12,23.24816573,21.2072602,22.49051911,9.936393846,30.22576112,0,36.59360527,17.10732919,10.97454211,9.956191406,24.71209617,12.15321742,8.210198043,45.07778311,29.47825212,19.44263253
METTL21EP__chr13,0,0,2.998735882,0,12.09030445,0,0.641993075,0,0.954308009,2.844626116,0,0,0,0,1.281663136,0
METTL22__chr16,7.075528701,2.925139338,8.996207645,16.56065641,8.463213112,20.17977926,12.8398615,18.05773637,10.4973881,8.533878348,12.09315345,10.56801514,13.43486953,22.53889155,14.73912606,19.95428075
METTL23__chr17,106.6383254,148.4508214,73.4690291,92.73967589,78.5869789,110.9887859,122.6206773,139.709855,84.45625883,98.139601,96.74522757,149.5374143,102.2542847,189.3266891,140.3421134,178.5652303
METTL25__chr12,23.75356064,22.66982987,26.98862294,21.52885333,44.73412645,40.35955851,23.75374377,16.15692201,34.83224234,2.844626116,29.96998898,19.55082802,35.82631873,13.52333493,46.13987288,16.37274318
METTL2A__chr17,29.81829953,24.86368437,40.4829344,24.84098461,24.18060889,10.08988963,30.17367452,34.21465838,25.28916225,42.66939174,27.34104257,25.8916371,24.63059413,27.04666986,33.32324153,28.65230057
METTL2B__chr7,7.075528701,20.47597537,11.99494353,19.87278769,16.92642622,0,4.493951524,19.00814354,18.13185218,34.13551339,5.257892803,7.926011358,10.44934296,0,23.71076801,5.116482245
METTL3__chr14,9.602503237,8.04413318,11.99494353,21.52885333,3.627091334,5.044944814,12.8398615,5.702443063,15.26892815,11.37850446,11.56736417,19.02242726,18.65954101,31.55444818,17.9432839,25.58241122
METTL4__chr18,63.67975831,83.36647114,20.99115117,48.02590359,45.9431569,90.80900666,34.02563297,41.8179158,66.80156066,128.0081752,84.65207413,95.64053705,61.94967615,9.015556622,87.15309323,77.77053012
METTL5__chr2,74.79844627,102.3798768,100.457652,142.4216451,96.72243557,55.49439296,114.2747673,179.6269565,154.1207435,193.4345759,199.2741372,162.2190325,165.6967241,198.3422457,174.3061865,170.890507
METTL6__chr3,12.63487268,11.70055735,17.99241529,9.936393846,7.254182668,5.044944814,20.5437784,9.504071772,20.99477621,21.33469587,9.464207045,14.7952212,27.61612069,40.5700048,17.30245233,23.0241701
METTL7A__chr12,721.7039275,951.4015698,694.2073566,1049.945616,1435.119138,1039.258632,903.2842564,968.4649136,665.6298366,736.758164,802.3544417,929.4569319,875.5056641,1144.975691,1054.167929,1134.835762
METTL7B__chr12,1126.525248,1365.308786,476.7990052,670.7065846,1796.619241,1972.573422,435.2713048,533.1784264,835.9738163,797.9176255,881.2228338,861.821635,789.6717754,311.0367034,612.6349789,675.8873045
